model_name,method,train_env,test_env,config,params,nmse_mean,nmse_std,n_seeds,nmse_values
Hybrid_InF_p25_r2,Hybrid,InF,UMa,p25_r2,12752,-14.3014,3.9288,5,"[-15.763195037841797, -17.027524948120117, -8.372628211975098, -12.387223243713379, -17.956504821777344]"
Hybrid_InF_p25_r2,Hybrid,InF,RMa,p25_r2,12752,-16.2176,3.2077,5,"[-16.734535217285156, -18.3958683013916, -10.816951751708984, -16.282060623168945, -18.85846710205078]"
Hybrid_InF_p300_r25,Hybrid,InF,InF,p300_r25,161280,-18.3894,0.1555,5,"[-18.38564109802246, -18.640628814697266, -18.21660614013672, -18.330097198486328, -18.374109268188477]"
Hybrid_InF_p300_r25,Hybrid,InF,InH,p300_r25,161280,-18.3209,0.2087,5,"[-18.46279525756836, -18.59805679321289, -18.07105255126953, -18.220487594604492, -18.252281188964844]"
Hybrid_InF_p300_r25,Hybrid,InF,UMi,p300_r25,161280,-17.7165,0.8817,5,"[-18.357433319091797, -18.40887451171875, -18.301969528198242, -16.622604370117188, -16.891817092895508]"
Hybrid_InF_p300_r25,Hybrid,InF,UMa,p300_r25,161280,-13.3747,4.0289,5,"[-14.916011810302734, -16.162311553955078, -7.385226249694824, -11.24420166015625, -17.165542602539062]"
Hybrid_InF_p300_r25,Hybrid,InF,RMa,p300_r25,161280,-14.2159,3.7383,5,"[-15.068922996520996, -16.952016830444336, -8.148848533630371, -13.479236602783203, -17.430362701416016]"
Hybrid_InF_p50_r10,Hybrid,InF,InF,p50_r10,55552,-18.9140,0.1379,5,"[-18.902835845947266, -19.131561279296875, -18.74880027770996, -18.878032684326172, -18.908618927001953]"
Hybrid_InF_p50_r10,Hybrid,InF,InH,p50_r10,55552,-18.7975,0.2417,5,"[-18.948537826538086, -19.14740562438965, -18.585119247436523, -18.62363624572754, -18.682701110839844]"
Hybrid_InF_p50_r10,Hybrid,InF,UMi,p50_r10,55552,-18.1277,0.9238,5,"[-18.83905601501465, -18.83534812927246, -18.72492218017578, -17.025537490844727, -17.213762283325195]"
Hybrid_InF_p50_r10,Hybrid,InF,UMa,p50_r10,55552,-14.0376,3.9078,5,"[-15.582324028015137, -16.841808319091797, -8.159649848937988, -12.052994728088379, -17.55113410949707]"
Hybrid_InF_p50_r10,Hybrid,InF,RMa,p50_r10,55552,-15.3148,3.4764,5,"[-16.075641632080078, -17.7885684967041, -9.533859252929688, -15.00951862335205, -18.166261672973633]"
Hybrid_InF_p50_r5,Hybrid,InF,InF,p50_r5,30230,-19.2699,0.1272,5,"[-19.269208908081055, -19.46084213256836, -19.103090286254883, -19.248363494873047, -19.267866134643555]"
Hybrid_InF_p50_r5,Hybrid,InF,InH,p50_r5,30230,-19.1822,0.2821,5,"[-19.438121795654297, -19.531890869140625, -18.90821075439453, -19.00169563293457, -19.03113555908203]"
Hybrid_InF_p50_r5,Hybrid,InF,UMi,p50_r5,30230,-18.4204,0.9360,5,"[-19.22415542602539, -19.110647201538086, -18.9620418548584, -17.31153678894043, -17.49357795715332]"
Hybrid_InF_p50_r5,Hybrid,InF,UMa,p50_r5,30230,-14.1327,4.0432,5,"[-15.533916473388672, -17.0012264251709, -8.014996528625488, -12.222418785095215, -17.890871047973633]"
Hybrid_InF_p50_r5,Hybrid,InF,RMa,p50_r5,30230,-15.6380,3.5455,5,"[-16.323486328125, -18.121736526489258, -9.757001876831055, -15.35378360748291, -18.633869171142578]"
Hybrid_InF_p75_r8,Hybrid,InF,InF,p75_r8,48896,-19.0269,0.1413,5,"[-19.016878128051758, -19.249216079711914, -18.857505798339844, -18.985797882080078, -19.02496910095215]"
Hybrid_InF_p75_r8,Hybrid,InF,InH,p75_r8,48896,-18.9262,0.2655,5,"[-19.1216983795166, -19.29291343688965, -18.688474655151367, -18.75868034362793, -18.769241333007812]"
Hybrid_InF_p75_r8,Hybrid,InF,UMi,p75_r8,48896,-18.2201,0.9190,5,"[-18.94221305847168, -18.933734893798828, -18.788082122802734, -17.12441062927246, -17.312179565429688]"
Hybrid_InF_p75_r8,Hybrid,InF,UMa,p75_r8,48896,-14.0510,3.9458,5,"[-15.509385108947754, -16.86526107788086, -8.108343124389648, -12.100310325622559, -17.671592712402344]"
Hybrid_InF_p75_r8,Hybrid,InF,RMa,p75_r8,48896,-15.3013,3.5759,5,"[-16.057247161865234, -17.778480529785156, -9.378320693969727, -14.952089309692383, -18.34056282043457]"
Hybrid_InH_p100_r10,Hybrid,InH,InF,p100_r10,61952,-19.0821,0.1608,5,"[-19.055749893188477, -19.342832565307617, -18.902742385864258, -19.032203674316406, -19.0767765045166]"
Hybrid_InH_p100_r10,Hybrid,InH,InH,p100_r10,61952,-19.0475,0.1869,5,"[-19.183950424194336, -19.25952911376953, -18.836788177490234, -18.873241424560547, -19.08409881591797]"
Hybrid_InH_p100_r10,Hybrid,InH,UMi,p100_r10,61952,-18.3536,0.8776,5,"[-19.072444915771484, -19.07630157470703, -18.810523986816406, -17.27996253967285, -17.528858184814453]"
Hybrid_InH_p100_r10,Hybrid,InH,UMa,p100_r10,61952,-13.6967,4.1637,5,"[-15.11466121673584, -16.621501922607422, -7.470823287963867, -11.617986679077148, -17.65862274169922]"
Hybrid_InH_p100_r10,Hybrid,InH,RMa,p100_r10,61952,-14.7143,3.9330,5,"[-15.533514022827148, -17.54751968383789, -8.419686317443848, -13.792309761047363, -18.27840232849121]"
Hybrid_InH_p100_r5,Hybrid,InH,InF,p100_r5,36630,-19.2898,0.1649,5,"[-19.26831817626953, -19.566722869873047, -19.123746871948242, -19.241607666015625, -19.248390197753906]"
Hybrid_InH_p100_r5,Hybrid,InH,InH,p100_r5,36630,-19.2756,0.2263,5,"[-19.485965728759766, -19.53272247314453, -19.03740882873535, -19.085206985473633, -19.236745834350586]"
Hybrid_InH_p100_r5,Hybrid,InH,UMi,p100_r5,36630,-18.5399,0.9423,5,"[-19.386829376220703, -19.237668991088867, -19.030353546142578, -17.387710571289062, -17.65683937072754]"
Hybrid_InH_p100_r5,Hybrid,InH,UMa,p100_r5,36630,-14.0515,4.0726,5,"[-15.524101257324219, -16.909748077392578, -7.9692559242248535, -11.971074104309082, -17.88353157043457]"
Hybrid_InH_p100_r5,Hybrid,InH,RMa,p100_r5,36630,-15.3438,3.7523,5,"[-16.163894653320312, -17.929821014404297, -9.22714900970459, -14.714967727661133, -18.683029174804688]"
Hybrid_InH_p150_r15,Hybrid,InH,InF,p150_r15,92672,-18.8115,0.1648,5,"[-18.796104431152344, -19.08320426940918, -18.637615203857422, -18.749128341674805, -18.791606903076172]"
Hybrid_InH_p150_r15,Hybrid,InH,InH,p150_r15,92672,-18.8439,0.1972,5,"[-18.97941017150879, -18.994407653808594, -18.54567527770996, -18.736936569213867, -18.962913513183594]"
Hybrid_InH_p150_r15,Hybrid,InH,UMi,p150_r15,92672,-18.1808,0.8781,5,"[-18.911609649658203, -18.898252487182617, -18.636920928955078, -17.144411087036133, -17.312755584716797]"
Hybrid_InH_p150_r15,Hybrid,InH,UMa,p150_r15,92672,-13.5438,4.0902,5,"[-15.064801216125488, -16.397653579711914, -7.471035957336426, -11.381124496459961, -17.404464721679688]"
Hybrid_InH_p150_r15,Hybrid,InH,RMa,p150_r15,92672,-14.2778,3.9785,5,"[-15.122112274169922, -17.105823516845703, -7.905437469482422, -13.352856636047363, -17.902956008911133]"
Hybrid_InH_p200_r20,Hybrid,InH,InF,p200_r20,123904,-18.6698,0.1722,5,"[-18.63721466064453, -18.955406188964844, -18.49628448486328, -18.59369659423828, -18.66619300842285]"
Hybrid_InH_p200_r20,Hybrid,InH,InH,p200_r20,123904,-18.7023,0.1801,5,"[-18.796527862548828, -18.83867073059082, -18.421310424804688, -18.622642517089844, -18.83240509033203]"
Hybrid_InH_p200_r20,Hybrid,InH,UMi,p200_r20,123904,-18.0706,0.8496,5,"[-18.742464065551758, -18.77853775024414, -18.533403396606445, -17.043262481689453, -17.25509262084961]"
Hybrid_InH_p200_r20,Hybrid,InH,UMa,p200_r20,123904,-13.3561,4.1465,5,"[-14.84728717803955, -16.26961898803711, -7.223186016082764, -11.141641616821289, -17.29874610900879]"
Hybrid_InH_p200_r20,Hybrid,InH,RMa,p200_r20,123904,-14.0134,3.9652,5,"[-14.838777542114258, -16.90790557861328, -7.687413215637207, -13.033956527709961, -17.598878860473633]"
Hybrid_InH_p25_r2,Hybrid,InH,InF,p25_r2,12752,-19.4100,0.1868,5,"[-19.368345260620117, -19.73322105407715, -19.24846076965332, -19.354915618896484, -19.345075607299805]"
Hybrid_InH_p25_r2,Hybrid,InH,InH,p25_r2,12752,-19.4097,0.2187,5,"[-19.638410568237305, -19.634199142456055, -19.165098190307617, -19.245960235595703, -19.36507797241211]"
Hybrid_InH_p25_r2,Hybrid,InH,UMi,p25_r2,12752,-18.7028,0.9948,5,"[-19.569217681884766, -19.440628051757812, -19.260757446289062, -17.535825729370117, -17.707664489746094]"
Hybrid_InH_p25_r2,Hybrid,InH,UMa,p25_r2,12752,-14.4901,3.8600,5,"[-16.045089721679688, -17.195293426513672, -8.664451599121094, -12.561641693115234, -17.983867645263672]"
Hybrid_InH_p25_r2,Hybrid,InH,RMa,p25_r2,12752,-16.4938,3.0711,5,"[-17.02438735961914, -18.5927734375, -11.285833358764648, -16.64444351196289, -18.92145538330078]"
Hybrid_InH_p300_r25,Hybrid,InH,InF,p300_r25,161280,-18.5683,0.1668,5,"[-18.543655395507812, -18.843345642089844, -18.397676467895508, -18.491455078125, -18.565330505371094]"
Hybrid_InH_p300_r25,Hybrid,InH,InH,p300_r25,161280,-18.5916,0.1948,5,"[-18.731035232543945, -18.736419677734375, -18.29644775390625, -18.487031936645508, -18.706993103027344]"
Hybrid_InH_p300_r25,Hybrid,InH,UMi,p300_r25,161280,-18.0066,0.8553,5,"[-18.653738021850586, -18.741844177246094, -18.47796630859375, -16.96426773071289, -17.19522476196289]"
Hybrid_InH_p300_r25,Hybrid,InH,UMa,p300_r25,161280,-13.2323,4.1605,5,"[-14.751014709472656, -16.14484214782715, -7.084918022155762, -10.992986679077148, -17.18779754638672]"
Hybrid_InH_p300_r25,Hybrid,InH,RMa,p300_r25,161280,-13.8372,4.0169,5,"[-14.727609634399414, -16.769641876220703, -7.47488260269165, -12.714488983154297, -17.499412536621094]"
Hybrid_InH_p50_r10,Hybrid,InH,InF,p50_r10,55552,-19.0667,0.1695,5,"[-19.047529220581055, -19.340118408203125, -18.872373580932617, -19.025611877441406, -19.047760009765625]"
Hybrid_InH_p50_r10,Hybrid,InH,InH,p50_r10,55552,-19.0454,0.1913,5,"[-19.16699981689453, -19.259876251220703, -18.813447952270508, -18.878469467163086, -19.108322143554688]"
Hybrid_InH_p50_r10,Hybrid,InH,UMi,p50_r10,55552,-18.3515,0.8798,5,"[-19.090688705444336, -19.071561813354492, -18.796937942504883, -17.302106857299805, -17.496044158935547]"
Hybrid_InH_p50_r10,Hybrid,InH,UMa,p50_r10,55552,-13.6441,4.1454,5,"[-15.091767311096191, -16.556781768798828, -7.454104423522949, -11.544962882995605, -17.57299041748047]"
Hybrid_InH_p50_r10,Hybrid,InH,RMa,p50_r10,55552,-14.6867,3.9042,5,"[-15.559904098510742, -17.539756774902344, -8.459395408630371, -13.683177947998047, -18.191316604614258]"
Hybrid_InH_p50_r5,Hybrid,InH,InF,p50_r5,30230,-19.3522,0.1649,5,"[-19.328857421875, -19.618797302246094, -19.165372848510742, -19.305885314941406, -19.3422908782959]"
Hybrid_InH_p50_r5,Hybrid,InH,InH,p50_r5,30230,-19.3411,0.2213,5,"[-19.554916381835938, -19.582630157470703, -19.106353759765625, -19.151813507080078, -19.309602737426758]"
Hybrid_InH_p50_r5,Hybrid,InH,UMi,p50_r5,30230,-18.5349,0.9377,5,"[-19.379772186279297, -19.302595138549805, -18.931516647338867, -17.391284942626953, -17.66936683654785]"
Hybrid_InH_p50_r5,Hybrid,InH,UMa,p50_r5,30230,-13.8387,4.1746,5,"[-15.19546890258789, -16.80992317199707, -7.621078968048096, -11.734130859375, -17.832847595214844]"
Hybrid_InH_p50_r5,Hybrid,InH,RMa,p50_r5,30230,-15.0753,3.9202,5,"[-15.861187934875488, -17.7154483795166, -8.771878242492676, -14.276687622070312, -18.751256942749023]"
Hybrid_InH_p75_r8,Hybrid,InH,InF,p75_r8,48896,-19.1390,0.1702,5,"[-19.122821807861328, -19.414995193481445, -18.94687843322754, -19.095077514648438, -19.115201950073242]"
Hybrid_InH_p75_r8,Hybrid,InH,InH,p75_r8,48896,-19.1399,0.2032,5,"[-19.276348114013672, -19.3687801361084, -18.906225204467773, -18.94983673095703, -19.19813346862793]"
Hybrid_InH_p75_r8,Hybrid,InH,UMi,p75_r8,48896,-18.3993,0.9125,5,"[-19.175113677978516, -19.14741325378418, -18.847105026245117, -17.3037166595459, -17.52295684814453]"
Hybrid_InH_p75_r8,Hybrid,InH,UMa,p75_r8,48896,-13.9339,4.0633,5,"[-15.380486488342285, -16.8377685546875, -7.826076507568359, -11.925846099853516, -17.69940185546875]"
Hybrid_InH_p75_r8,Hybrid,InH,RMa,p75_r8,48896,-14.9975,3.8333,5,"[-15.837837219238281, -17.684560775756836, -8.80337905883789, -14.21817398071289, -18.44371223449707]"
Hybrid_RMa_p100_r10,Hybrid,RMa,InF,p100_r10,61952,-17.3908,0.4554,5,"[-17.446475982666016, -17.274410247802734, -17.004634857177734, -18.145309448242188, -17.083101272583008]"
Hybrid_RMa_p100_r10,Hybrid,RMa,InH,p100_r10,61952,-16.5811,1.0972,5,"[-17.410663604736328, -17.423227310180664, -17.308103561401367, -15.46182632446289, -15.301715850830078]"
Hybrid_RMa_p100_r10,Hybrid,RMa,UMi,p100_r10,61952,-15.2796,0.5480,5,"[-15.94822883605957, -15.721625328063965, -15.121786117553711, -15.003250122070312, -14.603239059448242]"
Hybrid_RMa_p100_r10,Hybrid,RMa,UMa,p100_r10,61952,-12.6408,3.0823,5,"[-13.563852310180664, -15.073918342590332, -7.688502788543701, -11.791058540344238, -15.086737632751465]"
Hybrid_RMa_p100_r10,Hybrid,RMa,RMa,p100_r10,61952,-18.9785,3.8652,5,"[-20.090137481689453, -21.2880916595459, -12.821913719177246, -17.943450927734375, -22.74868392944336]"
Hybrid_RMa_p100_r5,Hybrid,RMa,InF,p100_r5,36630,-17.6053,0.4537,5,"[-17.879358291625977, -17.529796600341797, -17.100313186645508, -18.227888107299805, -17.289098739624023]"
Hybrid_RMa_p100_r5,Hybrid,RMa,InH,p100_r5,36630,-16.5613,1.2028,5,"[-17.390073776245117, -17.443540573120117, -17.47870635986328, -15.360803604125977, -15.133347511291504]"
Hybrid_RMa_p100_r5,Hybrid,RMa,UMi,p100_r5,36630,-15.5641,0.6683,5,"[-16.223817825317383, -16.032386779785156, -15.77773666381836, -15.19863224029541, -14.588014602661133]"
Hybrid_RMa_p100_r5,Hybrid,RMa,UMa,p100_r5,36630,-12.9425,3.1018,5,"[-13.974485397338867, -15.459891319274902, -7.976154804229736, -12.005778312683105, -15.29620361328125]"
Hybrid_RMa_p100_r5,Hybrid,RMa,RMa,p100_r5,36630,-19.2912,4.2081,5,"[-20.47938346862793, -21.617834091186523, -12.773828506469727, -17.874984741210938, -23.709808349609375]"
Hybrid_RMa_p150_r15,Hybrid,RMa,InF,p150_r15,92672,-17.0568,0.5052,5,"[-17.10617446899414, -16.993566513061523, -16.631643295288086, -17.883617401123047, -16.669231414794922]"
Hybrid_RMa_p150_r15,Hybrid,RMa,InH,p150_r15,92672,-15.9852,1.2373,5,"[-16.899410247802734, -16.90174102783203, -16.842426300048828, -14.86453914642334, -14.417720794677734]"
Hybrid_RMa_p150_r15,Hybrid,RMa,UMi,p150_r15,92672,-14.9063,0.5667,5,"[-15.48776626586914, -15.496582984924316, -14.525660514831543, -14.77602481842041, -14.245696067810059]"
Hybrid_RMa_p150_r15,Hybrid,RMa,UMa,p150_r15,92672,-12.4993,3.1045,5,"[-13.187912940979004, -15.125641822814941, -7.511370658874512, -11.770524024963379, -14.901042938232422]"
Hybrid_RMa_p150_r15,Hybrid,RMa,RMa,p150_r15,92672,-19.2764,4.1368,5,"[-20.29149627685547, -21.63656234741211, -12.82177734375, -18.036787033081055, -23.59536361694336]"
Hybrid_RMa_p200_r20,Hybrid,RMa,InF,p200_r20,123904,-16.5882,0.5773,5,"[-16.68740463256836, -16.653377532958984, -16.038585662841797, -17.46725845336914, -16.09417152404785]"
Hybrid_RMa_p200_r20,Hybrid,RMa,InH,p200_r20,123904,-15.5478,1.1688,5,"[-16.531517028808594, -16.180402755737305, -16.475202560424805, -14.299823760986328, -14.25192928314209]"
Hybrid_RMa_p200_r20,Hybrid,RMa,UMi,p200_r20,123904,-14.5304,0.6996,5,"[-15.344011306762695, -14.985111236572266, -14.288137435913086, -14.519362449645996, -13.515378952026367]"
Hybrid_RMa_p200_r20,Hybrid,RMa,UMa,p200_r20,123904,-12.2410,2.9082,5,"[-13.274192810058594, -14.741135597229004, -7.466213226318359, -11.64865493774414, -14.07463550567627]"
Hybrid_RMa_p200_r20,Hybrid,RMa,RMa,p200_r20,123904,-19.2792,4.0891,5,"[-20.378847122192383, -21.756046295166016, -12.879470825195312, -17.989131927490234, -23.39246940612793]"
Hybrid_RMa_p25_r2,Hybrid,RMa,InF,p25_r2,12752,-17.4741,0.4530,5,"[-17.78040313720703, -17.376510620117188, -16.963783264160156, -18.078487396240234, -17.1711368560791]"
Hybrid_RMa_p25_r2,Hybrid,RMa,InH,p25_r2,12752,-16.4738,1.1457,5,"[-17.435434341430664, -17.208454132080078, -17.2807674407959, -15.249285697937012, -15.194841384887695]"
Hybrid_RMa_p25_r2,Hybrid,RMa,UMi,p25_r2,12752,-15.5505,0.8064,5,"[-16.454198837280273, -15.813663482666016, -16.046579360961914, -14.926345825195312, -14.511560440063477]"
Hybrid_RMa_p25_r2,Hybrid,RMa,UMa,p25_r2,12752,-13.0113,2.9680,5,"[-14.335328102111816, -15.263280868530273, -8.234237670898438, -12.051431655883789, -15.172406196594238]"
Hybrid_RMa_p25_r2,Hybrid,RMa,RMa,p25_r2,12752,-19.0085,4.0079,5,"[-19.967525482177734, -21.000452041625977, -12.69527530670166, -18.057605743408203, -23.32168960571289]"
Hybrid_RMa_p300_r25,Hybrid,RMa,InF,p300_r25,161280,-16.4879,0.5378,5,"[-16.430166244506836, -16.320518493652344, -16.174776077270508, -17.421470642089844, -16.092748641967773]"
Hybrid_RMa_p300_r25,Hybrid,RMa,InH,p300_r25,161280,-15.5024,1.2742,5,"[-16.286724090576172, -16.564123153686523, -16.422260284423828, -14.319819450378418, -13.91894817352295]"
Hybrid_RMa_p300_r25,Hybrid,RMa,UMi,p300_r25,161280,-14.3420,0.4831,5,"[-14.759244918823242, -14.883598327636719, -13.934690475463867, -14.338190078735352, -13.794256210327148]"
Hybrid_RMa_p300_r25,Hybrid,RMa,UMa,p300_r25,161280,-12.0507,2.9209,5,"[-12.568178176879883, -14.54592514038086, -7.319561958312988, -11.536503791809082, -14.283315658569336]"
Hybrid_RMa_p300_r25,Hybrid,RMa,RMa,p300_r25,161280,-19.1933,4.0003,5,"[-20.353830337524414, -21.590057373046875, -12.877325057983398, -18.001420974731445, -23.143882751464844]"
Hybrid_RMa_p50_r10,Hybrid,RMa,InF,p50_r10,55552,-18.3507,0.3594,5,"[-18.218364715576172, -18.23798370361328, -18.138301849365234, -18.989694595336914, -18.169025421142578]"
Hybrid_RMa_p50_r10,Hybrid,RMa,InH,p50_r10,55552,-17.5156,1.3218,5,"[-18.339523315429688, -18.69879913330078, -18.33678436279297, -16.44439125061035, -15.758466720581055]"
Hybrid_RMa_p50_r10,Hybrid,RMa,UMi,p50_r10,55552,-16.1574,0.5449,5,"[-16.595510482788086, -16.815671920776367, -15.873844146728516, -15.475826263427734, -16.02595329284668]"
Hybrid_RMa_p50_r10,Hybrid,RMa,UMa,p50_r10,55552,-13.1186,3.4441,5,"[-13.804952621459961, -15.54069995880127, -7.8033833503723145, -11.939135551452637, -16.504894256591797]"
Hybrid_RMa_p50_r10,Hybrid,RMa,RMa,p50_r10,55552,-18.8703,3.7824,5,"[-19.86929702758789, -21.08193588256836, -12.829728126525879, -17.95659637451172, -22.613872528076172]"
Hybrid_RMa_p50_r5,Hybrid,RMa,InF,p50_r5,30230,-18.0742,0.3640,5,"[-18.14771270751953, -17.966983795166016, -17.754438400268555, -18.66834259033203, -17.8336181640625]"
Hybrid_RMa_p50_r5,Hybrid,RMa,InH,p50_r5,30230,-17.2408,1.1832,5,"[-17.886314392089844, -18.396041870117188, -17.98978042602539, -16.100643157958984, -15.831005096435547]"
Hybrid_RMa_p50_r5,Hybrid,RMa,UMi,p50_r5,30230,-15.9422,0.5970,5,"[-16.415332794189453, -16.666568756103516, -15.901061058044434, -15.306306838989258, -15.421630859375]"
Hybrid_RMa_p50_r5,Hybrid,RMa,UMa,p50_r5,30230,-13.0406,3.2604,5,"[-13.826286315917969, -15.647282600402832, -7.926101207733154, -11.969294548034668, -15.834015846252441]"
Hybrid_RMa_p50_r5,Hybrid,RMa,RMa,p50_r5,30230,-18.9784,3.9319,5,"[-19.896038055419922, -21.02484703063965, -12.754916191101074, -18.081832885742188, -23.134578704833984]"
Hybrid_RMa_p75_r8,Hybrid,RMa,InF,p75_r8,48896,-17.7421,0.4705,5,"[-17.806018829345703, -17.650341033935547, -17.345932006835938, -18.513643264770508, -17.394567489624023]"
Hybrid_RMa_p75_r8,Hybrid,RMa,InH,p75_r8,48896,-16.7411,1.2353,5,"[-17.39681625366211, -17.807222366333008, -17.68496322631836, -15.624425888061523, -15.192058563232422]"
Hybrid_RMa_p75_r8,Hybrid,RMa,UMi,p75_r8,48896,-15.5373,0.6665,5,"[-16.337581634521484, -16.10865020751953, -15.404556274414062, -15.029644012451172, -14.806234359741211]"
Hybrid_RMa_p75_r8,Hybrid,RMa,UMa,p75_r8,48896,-12.8125,3.1617,5,"[-13.875221252441406, -15.321749687194824, -7.789844512939453, -11.765480995178223, -15.309955596923828]"
Hybrid_RMa_p75_r8,Hybrid,RMa,RMa,p75_r8,48896,-19.0808,3.9409,5,"[-20.15749740600586, -21.52846336364746, -12.805889129638672, -18.02581024169922, -22.886579513549805]"
Hybrid_UMa_p100_r10,Hybrid,UMa,InF,p100_r10,61952,-19.5789,0.1841,5,"[-19.521976470947266, -19.88970184326172, -19.39708709716797, -19.53994369506836, -19.545650482177734]"
Hybrid_UMa_p100_r10,Hybrid,UMa,InH,p100_r10,61952,-19.6053,0.3246,5,"[-19.886831283569336, -19.978057861328125, -19.21438980102539, -19.38458251953125, -19.562602996826172]"
Hybrid_UMa_p100_r10,Hybrid,UMa,UMi,p100_r10,61952,-18.8783,0.9956,5,"[-19.732141494750977, -19.646846771240234, -19.416444778442383, -17.693971633911133, -17.902130126953125]"
Hybrid_UMa_p100_r10,Hybrid,UMa,UMa,p100_r10,61952,-14.9085,3.8239,5,"[-16.54971694946289, -17.540122985839844, -9.183856010437012, -12.891721725463867, -18.37692642211914]"
Hybrid_UMa_p100_r10,Hybrid,UMa,RMa,p100_r10,61952,-16.9665,2.9696,5,"[-17.282058715820312, -18.807861328125, -11.897845268249512, -17.459226608276367, -19.385290145874023]"
Hybrid_UMa_p100_r5,Hybrid,UMa,InF,p100_r5,36630,-19.5252,0.1746,5,"[-19.49394416809082, -19.828937530517578, -19.385093688964844, -19.445703506469727, -19.47229766845703]"
Hybrid_UMa_p100_r5,Hybrid,UMa,InH,p100_r5,36630,-19.5202,0.2254,5,"[-19.589155197143555, -19.78483009338379, -19.179157257080078, -19.44632339477539, -19.601715087890625]"
Hybrid_UMa_p100_r5,Hybrid,UMa,UMi,p100_r5,36630,-18.8561,0.8485,5,"[-19.566787719726562, -19.519664764404297, -19.322154998779297, -17.827369689941406, -18.04447364807129]"
Hybrid_UMa_p100_r5,Hybrid,UMa,UMa,p100_r5,36630,-14.9322,3.8488,5,"[-16.489810943603516, -17.458696365356445, -9.149925231933594, -12.991362571716309, -18.57122230529785]"
Hybrid_UMa_p100_r5,Hybrid,UMa,RMa,p100_r5,36630,-16.8342,2.8590,5,"[-17.164051055908203, -18.842424392700195, -11.901548385620117, -17.477083206176758, -18.785764694213867]"
Hybrid_UMa_p150_r15,Hybrid,UMa,InF,p150_r15,92672,-19.5707,0.1932,5,"[-19.47879409790039, -19.90538787841797, -19.413921356201172, -19.54450798034668, -19.51089859008789]"
Hybrid_UMa_p150_r15,Hybrid,UMa,InH,p150_r15,92672,-19.5558,0.2756,5,"[-19.75484848022461, -19.894756317138672, -19.21377944946289, -19.376861572265625, -19.538991928100586]"
Hybrid_UMa_p150_r15,Hybrid,UMa,UMi,p150_r15,92672,-18.8776,0.9015,5,"[-19.642032623291016, -19.568235397338867, -19.380416870117188, -17.798215866088867, -17.99907112121582]"
Hybrid_UMa_p150_r15,Hybrid,UMa,UMa,p150_r15,92672,-14.9203,3.8326,5,"[-16.47629165649414, -17.502840042114258, -9.184185028076172, -12.936380386352539, -18.501758575439453]"
Hybrid_UMa_p150_r15,Hybrid,UMa,RMa,p150_r15,92672,-16.9544,2.9655,5,"[-17.33601951599121, -18.916994094848633, -11.873361587524414, -17.423500061035156, -19.222183227539062]"
Hybrid_UMa_p200_r20,Hybrid,UMa,InF,p200_r20,123904,-19.5942,0.1730,5,"[-19.532798767089844, -19.871448516845703, -19.398193359375, -19.5693302154541, -19.5991153717041]"
Hybrid_UMa_p200_r20,Hybrid,UMa,InH,p200_r20,123904,-19.5730,0.3013,5,"[-19.87989044189453, -19.887182235717773, -19.21107292175293, -19.389726638793945, -19.497238159179688]"
Hybrid_UMa_p200_r20,Hybrid,UMa,UMi,p200_r20,123904,-18.9140,0.9077,5,"[-19.71524429321289, -19.574716567993164, -19.411840438842773, -17.776840209960938, -18.091590881347656]"
Hybrid_UMa_p200_r20,Hybrid,UMa,UMa,p200_r20,123904,-14.9466,3.8447,5,"[-16.498659133911133, -17.479917526245117, -9.199531555175781, -12.9585542678833, -18.596162796020508]"
Hybrid_UMa_p200_r20,Hybrid,UMa,RMa,p200_r20,123904,-16.9330,2.9480,5,"[-17.29105567932129, -18.83266258239746, -11.890077590942383, -17.39969253540039, -19.251659393310547]"
Hybrid_UMa_p25_r2,Hybrid,UMa,InF,p25_r2,12752,-19.4907,0.1689,5,"[-19.470012664794922, -19.775400161743164, -19.33323860168457, -19.469810485839844, -19.40486717224121]"
Hybrid_UMa_p25_r2,Hybrid,UMa,InH,p25_r2,12752,-19.4430,0.1922,5,"[-19.517648696899414, -19.72870635986328, -19.222658157348633, -19.339473724365234, -19.40658187866211]"
Hybrid_UMa_p25_r2,Hybrid,UMa,UMi,p25_r2,12752,-18.8772,0.9023,5,"[-19.49966812133789, -19.674354553222656, -19.413002014160156, -17.768455505371094, -18.03046417236328]"
Hybrid_UMa_p25_r2,Hybrid,UMa,UMa,p25_r2,12752,-14.9069,3.8306,5,"[-16.429317474365234, -17.539100646972656, -9.15742015838623, -12.954707145690918, -18.453914642333984]"
Hybrid_UMa_p25_r2,Hybrid,UMa,RMa,p25_r2,12752,-16.9122,2.8357,5,"[-17.23938751220703, -18.965381622314453, -12.018141746520996, -17.56429672241211, -18.773723602294922]"
Hybrid_UMa_p300_r25,Hybrid,UMa,InF,p300_r25,161280,-19.7230,0.1900,5,"[-19.647790908813477, -20.040145874023438, -19.53343391418457, -19.716812133789062, -19.676681518554688]"
Hybrid_UMa_p300_r25,Hybrid,UMa,InH,p300_r25,161280,-19.7384,0.3312,5,"[-20.06483268737793, -20.108436584472656, -19.389427185058594, -19.48386001586914, -19.645641326904297]"
Hybrid_UMa_p300_r25,Hybrid,UMa,UMi,p300_r25,161280,-18.9675,0.9273,5,"[-19.853017807006836, -19.562694549560547, -19.477142333984375, -17.798555374145508, -18.146055221557617]"
